Reviewer ID,Review Title,User Name,Rating,Review Date,Review,Useful Total,Review En,Review Title En
5206e654-a5b4-4a78-bf9b-51221bc7d721,ベンとジュールズ,nfg********,5,2023/5/18 10:20,高齢者インターンとしてとあるファッション通販サイトで働き始めた男ベンと、サイトを経営する女社長ジュールズの交流を描くヒューマン映画。インターンという枠を外れた大味さ。ロバート・デ・ニーロとアン・ハサウェイが何よりも素晴らしく、二人にしか使えない魔法。,3,"This is a human film about the exchange between Ben, a man who started working at a fashion mail order site as an intern for the elderly, and Jules, the female president who runs the site.It's out of the box as an intern.Robert De Niro and Anne Hathaway are the most wonderful magic that can only be used by two people.",Ben and Jules
5235a7dc-e09c-403b-906f-1a9f1dfbe0b7,これからはハンカチ持ちます,pun********,4,2023/5/15 21:57,"アンハサウェイ可愛くて、デニーロも素敵
ハートウォームはこうではないと。
優しい映画でした",5,"Anhathaway is cute and De Niro is lovely
Heart warm should be like this.
It was a nice movie",I'm going to carry a handkerchief now
792d6d94-8985-44a7-9ed1-53b96104edf5,まるでディズニー映画,gar********,2,2023/5/10 5:11,"ロバート・デ・ニーロが出演していたので観ましたが、女性の為の映画って感じでした。
小さな問題事に対して常にバタバタしているので観ていて疲れる作品でした。",2,"I watched it because Robert De Niro was in it, and it felt like a movie for women.
It was a work that was tiring to watch because I was always busy with small problems.",It's like a Disney movie
25506c75-5709-4e50-b104-2ed12d6ebc1f,人生勉強になるような映画だった,ras********,5,2023/5/2 18:54,"最初に思ったのは、70歳なのにこんなにもポジティブで活力があるような人は中々いない。自分も70歳になってもこんな人でありたいなと思った。こんな性格の主人公だからこそ若い人ともすぐに仲良くなれるし、人生経験豊富なのでとても頼りにもされる。まさに理想の高齢者像だと思った。そんな主人公のベンに学びながら、会社と家庭の両立に苦しむジュールズの生活とその周りの人物の生活がどんどんよくなっていくところが、とても勉強になって面白かった。
でも、最後の夫と仲直りするところが、旦那さんはやりたいことをやってくれと言ってくれるとてもいい人なのにも関わらず、そう言ってもらってるからとは言え旦那さんの想いに甘え過ぎじゃないかと思ってしまった。両方が満足する道を見つけられるような方向で終わらなかったのが少し残念だった。
自分より上の年代の人たちの話なので、もっと歳を取ったら考え方が変わっていたり、すんなりうけいれられるかもしれないので、何年か経ったらまた観たいと思う。",2,"The first thing I thought was that even though I'm 70 years old, there are few people who are so positive and energetic.I wanted to be like this even when I turned 70.Because he has this kind of personality, he can easily get along with young people, and because he has a lot of experience in life, he is very reliable.I thought it was the ideal image of the elderly.It was very instructive and interesting to see Jules' life, which was struggling to balance his company and family, and the lives of the people around him getting better and better.
But when I made up with my last husband, even though he was a very nice person who asked me to do what I wanted, I thought he was too dependent on his feelings.",It was a life-saving movie
03038154-1f92-4117-8550-2170cb6188cf,モチベがあがる！,とも,5,2023/4/25 10:17,そしてコメディ感があってとても楽しい！,4,And it has a comedy feel and it's so much fun!,I'm so motivated!
a748e9ee-98c8-4c05-8b6c-2acd6e4db53e,マイ インターンの意味,yos********,4,2023/4/23 13:55,"マイインターンの意味が最終的に変わった。

最初はロバート・デ・ニーロ演じるベンが会社に入る、そういう意味の「マイ インターン」であると思っていた。

アン・ハサウェイ演じるジェールズは最初シニアのインターンに関心がななかった。
ベンがジェールズのサポート役のようなポストにつき、最初は冷たく当たっていたがジェールズのピンチにベンが救いの手を何度も差し伸べ危機を回避していくことでジェールズは心を開いていき、信頼するようになっていった。

やがてプライベートでも人生の先輩としてベンはジェールズを頼るようになり、ベンもジェールズに対してアドバイスをやサポートをするようになる。

最終的に、ジェールズにとっての「マイ インターン」、それがベンになっていた。

最後には登場人物のだれもがポジティブな方向に進む、前向きな気持ちになれる作品。


話は変わるが、ジェールズの会社にかける思い、熱心な姿勢がとても素敵だと思った。
彼女は社長でありながら自信でコールセンターの電話対応をしたり、出荷工場まで出向き自ら梱包の指導をしたりと現場を大切にする姿勢がとても素晴らしいと思った。
上の役職に就くほど現場の状況がわからないということが日本の会社ではあると思うが、彼女の社長でありながら現場を重要とする考え方がとても良いと思った。
現場のことを考えてくれるトップでなければ社員は付いていかない、彼女は会社が急速に大きくなることに対応しきれていない場面もあったが、社員は彼女の現場を大切にしてくれる自身の会社に対する情熱から社内の仕組みが会社の規模に追いついてなくても彼女を支え着いていっていると考えた。",1,"The meaning of My Intern eventually changed.

At first, I thought Ben, played by Robert De Niro, was ""My Intern"" in that sense.

Jales, played by Anne Hathaway, initially had no interest in senior interns.
Ben took a post like a supporting role for the Jales, and at first he was cold-hearted, but as Ben repeatedly reached out to the Jales' pinch to avoid the crisis, Jales began to open up and trust him.

Eventually, as a senior in his private life, Ben comes to rely on the Jales, who also gives him advice and supports him.

Eventually, ""My Intern"" for the Jales became Ben.In the end, all of the characters move in a positive direction, which makes you feel positive.


By the way, I thought it was very nice to have a passionate attitude towards Jales' company.
Even though she was the president, she was confident in answering the phone at the call center, and she went to the shipping factory to teach packaging by herself, and she thought it was wonderful to take good care of the site.
I think it's a Japanese company that doesn't understand the situation as much as she holds a higher position, but even though she's the president, I think it's very good to think that the field is important.There were moments when she couldn't cope with the rapid growth of the company unless she was the head of the company who cared about the site, but she thought that the company's structure was supporting her even if it didn't keep up with the size of the company.",My Intern Meaning
480800fc-bec4-474b-b74a-1325886e6049,モチベが上がる,く,5,2023/4/22 0:43,"とにかく前向きになれる作品。

まだまだ女性が働くことに対し批判的な人も多い世の中でバリバリ働く仕事人間のジェールズ。
新しいことに挑戦しようとシニアインターンに応募したやもめの70歳のおじいさん、ベン。

普通だったら出会わないような2人が出会い、お互いに刺激を受け良い方向に変わっていくとにかくハートフルな作品。

前向きで70歳になってからも挑戦し続けようとするおしゃれで昔気質で知恵をたくさん持っているベンのように自分もなりたいと思った。

そして人は人と出会うことで変われるということ。
最初はジェールズもインターンでお年寄りが来ると知り厄介に思っていた。
しかしジェールズはベンと関わっていくうちにベンのことが大好きになった。
勝手な偏見で人を拒むのではなく、まずは誰とでも紳士に向き合いたいと思った。


心温まるモチベーションの上がる作品でした。
絶対に見た方がいいと思います。",5,"Anyway, it's a work that makes you feel positive.

Jales is a hard worker in a world where there are still many people who are critical of women's work.
Ben, a 70-year-old widower who applied for a senior internship to try something new.

It's a heartful piece of work where two people you wouldn't normally meet meet and get inspired by each other and change for the better.

I wanted to be like Ben, who is positive and tries to keep challenging even at the age of 70, who is fashionable, old-fashioned and has a lot of wisdom.

And people change when they meet people.
At first, Jales was also an intern and was annoyed to learn that an elderly man was coming.
But Jales fell in love with Ben as he became involved with him.",to become more motivated
21a26b1b-ea47-47b7-a729-709f25dbf35c,ロバート・デ・ニーロの巾。,shi********,4,2023/4/21 0:48,"ロバート・デ・ニーロさん、役者としてほんと好きだな...。
カッコいい役もおちゃらけた役もいいし、この作品みたいな頼りがいのある余裕がある感じもいい。
やっぱり男としての魅力を持ってる。
歳を重ねた男はこの余裕がないとダメ。
ほんと憧れるよ！",3,"I really like Robert De Niro as an actor....
It's good to play both cool and playful roles, and it's also good to have a reliable and relaxed feel like this work.
As expected, he has the charm of being a man.
A man who is getting older needs to be able to afford this.
I really admire you!",the cloth of Robert De Niro.
6cb3c619-8ffb-4f37-a07e-4939618e276c,人生のバイブル,cinapapa1,5,2023/4/5 23:10,"なんて素晴らしい映画に出逢えたのだろう
心が疲れたら何度も見返し気持ちをリセット
できる、人間を愛おしく思える最高な作品
心から感謝❗️",6,"What a wonderful movie I met
If you feel tired, look back and reset your feelings
the best work that someone can do that makes people feel lovely
Thank you from the bottom of my heart❗️",the bible of life
31596c44-3eac-4c92-8b7c-3f65774f01e7,こういうお年寄りになりたい,ベクトリアン,5,2023/3/16 18:08,"働くことの大切さを伝える映画

家族との時間も大切
でも仕事での充実した時間も
人生を豊かにする上で必要

どっちかを決めるなんて出来ない
そこが人間の悩める良いところ

今の2023年は女性が活躍できる時代に
なってきてると感じる
その走りを見せてくれた

男女問わず
仕事に向けて一生懸命
家族それぞれ悩み、問題はある
悩めるところには
経験、知恵の豊富な年上、シニアの方々に
力添え、寄り添ってもらい
若者の考える、判断することを
見守ってもらう

こんなお年寄りになれたらいいな
と思える熱くなれる映画

一瞬カールおじいさん？そっくりと
ディズニー映画がよぎる

ただ仕事をするだけじゃない
コメディでありドラマティックな作品

仕事、人間関係で悩んでたり
今後の将来について考えている
そんな人こそ、休息として
鑑賞することをおすすめします",1,"movie about the importance of working

Family time is also important
But I also spent a lot of time at work
necessary for enriching someone's life

I can't decide which one to choose
That's the good thing about human suffering

This year 2023 is a time when women can be active
feel like it's becoming
He showed me the run

regardless of gender
with all one's might for work
Each family has their own worries and problems
to someone's annoyance
For older people and seniors who have a lot of experience and wisdom
Help me, cuddle me up
What young people think, what they judge
get someone's attention

I wish I could be this old
hot movie that makes someone think that

Grandpa Carl for a second?just like
Disney Movies Cross

It's not just work.comedy and dramatic work

I'm worried about work and relationships
be thinking about one's future
It's the kind of person who takes a rest
I recommend you to appreciate it.",I want to be this old
3584f650-685f-40c6-adf8-d1ba1826e9b6,シニア版サクセスストーリー。,avk********,3,2023/3/8 20:33,"ロバートデニーロだからこそ成立するシニア版サクセスストーリー。年齢を重ねた経験から若者が学ぶ温かい話で良かったです。ベンとフィオーナのシニアペアが素敵でした。
ただ、ママ友が常に悪い意味で登場したり、日本料理がネガティブワードとセットで使われたり、ママへの痛烈な批判メールだったり、すごく冷たく感じる部分もありました。
そして、途中からロバートデニーロが小林隆さんに見えてきて困りました。",1,"This is a senior version of the success story that can only be established because of Robert De Niro, and it was good that it was a warm story for young people to learn from their aging experiences.Ben and Fiona's senior pair were lovely.
""However, there were parts where my mom's friends always appeared in a bad way, Japanese food was used as a set with negative words, and I felt very cold when I sent a bitter criticism email to my mom.""
Then, I was troubled when I saw Robert De Niro in the middle of the movie.",A senior version of the success story.
10528,2020,syo********,3,2023/2/27 13:51,a,0,a,2020
2f9c65f9-58d5-4651-bc2a-c4a9e90af61b,いい。,che********,4,2023/2/16 19:38,"すごく面白かったです。
ロバート・デ・ニーロが頼れるシニアとして登場。
初めは邪険にしていたアン・ハサウェイも、徐々に心を通わせていくハートフルな内容。
安心して楽しめます。
クラシックは不滅。
ハンカチを差し出す。　
一つ一つのエピソードが染みる。
こんなシニアになりたいと思わせる作品でした。",2,"It was so much fun.
Robert De Niro appears as a reliable senior.
Anne Hathaway, who had been cruel at first, gradually communicates with her heart.
You can enjoy it with peace of mind.
Classic is immortal.
hold out a handkerchief.　
Each episode is touching.
It was a work that made me want to become such a senior.",Good。
03bfe4ca-018e-4d4b-9d40-56b2ac6e6b69,これぞ良い映画,sak********,5,2023/1/24 17:47,"ストーリーやわかりやすさ、ハプニングと誰が見ても面白い作品。
それに仕事とは繋がりが大切であると改めて思えました。
やる気が出てくる作品で感動もしました。",5,"The story, the ease of understanding, and the happenings are all interesting works.
Also, I realized once again that connection with work is important.
I was also impressed by the work that gave me motivation.",This is a great movie
d86ceb41-b659-489a-8b27-855119cf9b49,マイインターン,koy********,4,2023/1/23 7:59,"出張先のベッドの上でのデニーロの演技は痺れた。
彼はやはり素晴らしい役者だな。
最後は離婚するのかと思ったがね。
まぁ凄く良い映画だ。",1,"De Niro's performance on the bed of his business trip was numb.
He's a great actor, after all.
I thought you were getting divorced at the end.
It's a great movie.",My Intern
db219d46-ae7e-4963-8683-f22d757ce549,理想の将来像,mud********,5,2023/1/21 10:54,"こんな年寄りになりたいと強く思いました。
やもめでないのか一番だけど。",0,"I strongly felt that I wanted to be this old.
It's best if it's not a widower.",ideal vision for the future
b58906e1-4963-4918-b80f-bcc2b7bbf1ad,見て損はしない,ken********,3,2023/1/3 0:25,"想像の数倍良かった。
よくあるアメリカンストーリーだけど・・・
一番はこの手の映画をまだ最後まで見れる自分に驚きです。
まだ自分に希望を持ってるのかな？",2,"It was several times better than I had imagined.
It's a common American story...
First of all, I'm surprised that I can still see this kind of movie until the end.
Do you still have hope for yourself?",not lose sight of
00693f16-6adf-4d57-b345-6ad8d720c525,人それぞれ,mrt********,5,2022/12/31 19:09,"映画に何を求めるかによって評価が分かれそう。

こんなスーパーなシニアは非現実的だしそんな都合の良い会社ねーよと思っても
映画が何かの理想を表すものだと思えば★５です。

ハラハラドキドキの複雑でダークな展開を期待する人にとっては
薄っぺらくも見えそうだけど
そういう理想があってその通りに行かない現実がある
という自分の日常に重ねられる人なら楽しめる。
音楽もそつなく期待通りでいいと思った。

あでも浮気が一時のもの、という典型的な再犯コメントはあかんでしょ。

7年も前の映画だけどシニアが増える一方の今こそ何度でも取り上げて欲しいアイコン的な映画です。",0,"Ratings will vary depending on what you want from a movie.

Even if you think that such a super senior is unrealistic and convenient for you
If you think a movie represents an ideal, it's ★5.

For those of you who are looking for a nervous, complex and dark development
I think it's going to look flimsy
There is a reality that such an ideal does not work
People who can overlap their daily lives can enjoy it.
I thought that the music was just as good as I expected.

You don't know the typical recidivism comment that cheating is temporary.

It's a seven-year-old movie, but while the number of seniors is increasing, it's an icon-like movie that I want you to cover over and over again.",each person
e2fc2f0b-ed4f-4256-a051-77628dad8a25,何度も見たい映画のひとつ,taw********,5,2022/12/31 0:19,"何度見てもハートフルな映画で、デ・ニーロは本当はこういう人物であってほしいと思える主人公を演じています。
70歳、妻に先立たれて暇を持て余している高齢者。日本ならさしずめ社会のお荷物になるところですが（私も手荷物くらいになっていますが）、彼は果敢に新しい職に就く決意をします。それも、ネット通販の会社に。そこで繰り広げられる数々の出来事は、体に良くないことばかり。社長のアン・ハサウェイも、結構キレていたし、取り巻きになった若手社員もいい感じです。何度見ても飽きない映画の1本でしょう。",1,"It's a heart-warming movie no matter how many times you watch it, and De Niro plays the main character that you really want to be like this.
Seventy years old, an elderly person who has too much time on his hands before his wife.Japan would be a burden to society for the time being (though I've only got my baggage), but he boldly decides to get a new job.I went to an online shopping company, and all the things that happen there are bad things for my health.The president, Anne Hathaway, was quite angry, and the young employees who were surrounded by him were also very nice.It's one of the movies you never get tired of no matter how many times you watch it.",one of the many movies someone wants to see
b452c57b-ba67-40d7-a5d6-871f7439f4e8,とても良かった,sat********,5,2022/12/4 11:48,"アンハサウェイもロバートデニーロも2人の代表作とは対照的な役どころというか、特にデニーロはアンタッチャブルでアルカポネを演じた人間と同一人物とは思えないような凄く暖かみのある人柄を演じてて本当に凄いなと思いました。
途中髭を剃ってもらってるシーンがありましたが確実にアンタッチャブルのオマージュですね笑
そういう遊び心もある作品でとても良かった。",5,"Both Anhathaway and Robert De Niro are contrasting roles with their masterpieces, especially De Niro, who plays Alcapone in untouchable and has a very warm personality that I don't think is the same person.
There was a scene where I had my beard shaved on the way, but it's definitely an untouchable homage
I'm glad it was a playful piece like that.",It was very good
3b0f5480-0389-4676-8f6b-0a15ea05d4e2,何回観ても飽きない,fut********,5,2022/11/20 13:02,"人生や仕事に行き詰まった時、何故かこの映画を観てしまう。
最後に結論を出すのは自分自身なんだですね。
素敵な映画に出会いました。",6,"I watch this movie for some reason when I'm stuck in life or work.
The last person to come to a conclusion is yourself.
I came across a wonderful movie.",never get tired of watching over and over again
c298cadb-d113-4208-a111-7a710a601f7c,素直にアイムソーリー♪,ヤプー,4,2022/10/12 22:00,"タイトルに意味はないですw
わけのわからん映画ばかりも多い中、素直なヒューマンドラマで良作だと思いますよ。",4,"The title doesn't mean anythingw
While there are many incomprehensible movies, I think it's an honest human drama and it's a good work.",I'm sorry for being honest♪
181688fd-bf4e-4e03-9590-f01120ca2b79,ジュールズと同じ35歳,通りすがりの一言,5,2022/9/18 20:07,ベンと仕事をする事で人間として成長してできる映画。ベンのキャラクターが有能で完璧。最後ジュールズが旦那を許したのは納得できなかったが、ベンのような人物と出会えた事は素晴らしい最高の人生だと思う。2時間がアッという間の映画でした。,4,"A movie that can be made by working with Ben as a human being.Ben's character is competent and perfect.I didn't understand Jules' last forgiveness for his husband, but I think it was a wonderful and wonderful life to meet someone like Ben.Two hours went by so quickly.",Jules is 35 years old
4136ee46-3184-47de-b81e-a465dd472aa6,非常に良い,白洲,5,2022/9/4 17:15,"久々に良い映画に出会えた。
デニーロの雰囲気を真似たくなるくらい自分の今後の仕事や私生活での在り方にも影響が出そうな作品。
旦那が都合良い気もするが他は満点です。",5,"I met a good movie for the first time in a long time.
This work will affect my future work and personal life so much that I want to imitate Deniro's atmosphere.
I think it's convenient for my husband, but everything else is perfect.",as good as gold
572bc7a1-bc09-4c7e-9922-8ce363868374,デニーロ有効活用　62点,ソロビッチ,3,2022/8/31 23:27,"｢運転頼んでいい？実は私免許ないの    ｣






ITのない、シニアとの交流で良かったけど好い人ばかりでむず痒い。旦那の浮気が意外性ありのスパイスだけど許せるんだな。
ただこの役デニーロじゃないと説得力ないから後世まで残る作品ではないかな。あきらかにデニーロ想定して制作してる。
テクノロジーも古くなるやろし。

アマプラでしたがラブシーンぽいのあるかな。アンハサウェイはさすがに老けた　　　


62点",2,"""May I ask you to drive?""Actually, I don't have a license    ｣






I'm glad that I interacted with senior people without IT, but it's annoying that there are only good people.My husband's affair is an unexpected spice, but I can forgive him.
However, it is not persuasive unless he plays this role, so I think it will last for posterity.I'm obviously working on it with the assumption of De Niro.
Technology is getting old, too.

It was Amapura, but I wonder if there's a love scene.Anhathaway has aged as expected　　　


sixty-two points",62 points for effective use of De Niro
4cd24a33-70b3-481e-8828-201600428bf8,素晴らしい,ina********,5,2022/8/9 3:21,"前からこの映画の名前は知っていたが観てびっくり、めちゃくちゃ面白かった。
前向きで明るい気持ちになれる映画。
ベンさん最高です。
近年観た映画の中で１番のお気に入り。",11,"I've known the name of this movie for a long time, but I was surprised to see it, and it was really interesting.
A movie that makes you feel positive and cheerful.
BamBam is the best.
My favorite movie I've seen in recent years.",Great
53c21261-6e23-451f-b185-bd0788a2698f,オススメ,ten********,5,2022/7/11 10:49,"何回でも観たくなる映画。
ただし旦那が不愉快すぎて違うハッピーエンドが良かったと毎回思う。",2,"It's a movie that makes you want to watch as many times as you want.
""However, I always think that my husband was so uncomfortable that I liked a different happy ending.""",recommendation
4baee1e6-631f-458c-9171-9d14fcdd1efe,キャリアウーマンのお話し,スプレイ,4,2022/7/4 15:12,働く女性の大変さや仕事と家族の両立の難しさがよくわかる映画です。作品の撮り方も綺麗で映像も美しい。,3,It is a movie that shows the difficulty of working women and the difficulty of balancing work and family.The way the work is taken is beautiful and the images are beautiful.,Career Woman's Story
e2110259-b3ba-4019-84e7-7ba22629958e,今更ながら,suma,5,2022/7/3 1:30,"おもろい
気持ちのいいぐらい仕事ができるおじいちゃん最高

でもあの浮気人が改心するのがよくわからん
それがなんか嫌",2,"amusing
Grandpa is the best who can work comfortably

But I don't quite understand that unfaithful man will change his mind
I don't like it",at this late hour
7771193d-4f63-4bc8-9e8c-cb77253a38c5,気持ちいい,yan********,4,2022/7/1 7:56,うーん、気持ちよく面白かった。途中のスパイごっこのバタバタはいらないけど。,0,"Well, it was pleasant and fun.I don't need to play spy on the way.",pleasant
16eedef7-fd96-43f7-add3-91ec027aee44,無敵デ・ニーロ,yam********,3,2022/5/30 11:12,"無敵デ・ニーロ
宿題映画クリア",2,"invincible de Niro
Homework movie cleared",invincible de Niro
